id,scenario_id,regulation,function,category,subcategory,difficulty,financial_domain,risk_level,source_section,question,ground_truth,legal_basis,governance_axis,notes
Q166,S057,KR_AI_BASIC_ACT,투명성,AI Risk Communication,AI 투명성 보고서 공시,intermediate,common,low,제31조; 제34조제1항제5호,Should the AI Review Committee recommend that the financial institution publish a public AI transparency report? What does the AI Basic Act support regarding public AI transparency disclosure?,"The AI Basic Act does not explicitly require private financial institutions to publish public AI transparency reports (unlike EU AI Act transparency reporting requirements for High-Risk AI). However, several provisions support voluntary transparency disclosure: (1) Article 29(5) — the government supports voluntary codes of conduct (자율적 규약) by AI operators for safety and trustworthiness; a public transparency report aligned with a voluntary code of conduct demonstrates good faith; (2) Article 31 transparency obligations — implementing Article 31 to its fullest spirit means ensuring customers are genuinely informed; a public AI transparency report extends this spirit beyond mandatory minimums; (3) Article 34(1)(5) documentation — while documentation is primarily for regulatory purposes, portions can be adapted for public disclosure; (4) AI Basic Plan (§6(2)(5)) — the government's priority on AI transparency (투명성) as a core principle suggests regulatory expectations will evolve toward greater transparency; (5) ESG and corporate governance alignment — financial institutions with ESG commitments increasingly publish AI governance reports; (6) Recommended content for voluntary transparency report: summary of AI systems in use and their purposes (without proprietary details); the institution's AI governance approach and committee structure; fairness and bias testing approach; customer rights (explanation, appeal) and how to exercise them; incident summary and remediation; and future AI governance improvements planned; (7) The AI Review Committee should position voluntary transparency reporting as a competitive differentiation and regulatory relationship investment.",AI기본법 제29조제5호; 제31조,G3,자발적 AI 투명성 보고서; 규제 선제 대응
Q167,S058,KR_AI_BASIC_ACT,고영향AI_사업자책무,Board Risk Reporting,이사회 보고와 AI기본법,intermediate,common,medium,제34조제1항; 금융회사지배구조법,How should the AI Review Committee integrate AI Basic Act compliance status reporting into the financial institution's board governance structure?,"The AI Basic Act does not specify board-level reporting requirements for private financial institutions. However, the intersection with financial institution governance law creates a clear framework: (1) Financial Company Governance Act (금융회사의 지배구조에 관한 법률) — requires financial institutions to establish internal control standards (내부통제기준) covering all material operational risks; AI Basic Act compliance failures (particularly Article 31-34 violations) constitute material operational risks that must be incorporated; (2) Board oversight of AI Basic Act compliance — the board's risk committee should receive regular reporting on: 고영향 AI classification status across the institution's AI portfolio; compliance status with each Article 34 obligation by AI system; Article 31 notification implementation; material AI incidents and regulatory investigations; and upcoming obligation changes (Presidential Decree developments, National AI Strategy Committee decisions); (3) Board approval authority — the board or its risk committee should approve: the institution's AI risk tolerance as it relates to 고영향 AI; the AI governance policy framework; and material decisions on high-risk 고영향 AI deployments; (4) CRO accountability — the Chief Risk Officer should be the designated board-level accountable officer for AI Basic Act compliance, reporting at minimum quarterly; (5) Documentation — board meeting minutes referencing AI Basic Act compliance discussions constitute important governance records under Article 34(1)(5); (6) D&O consideration — board members who actively oversee AI governance in good faith may be better protected from personal liability if AI-related harms arise.",AI기본법 제34조제1항; 금융회사의 지배구조에 관한 법률,G4,이사회 AI 거버넌스 보고; 지배구조법과 연계
Q168,S059,KR_AI_BASIC_ACT,고영향AI_분류,Performance Tracking,AI 성능 저하와 고영향 AI 의무,advanced,lending,high,제34조제1항제1호; 제32조제1항제2호,The credit scoring AI's performance has degraded to the point where the AI Review Committee considers it a safety concern under the AI Basic Act. At what threshold does performance degradation become a 'safety incident' requiring response under Article 32(1)(2)?,"Article 32(1)(2) requires operators to 'build and operate a risk management system that monitors and responds to AI-related safety incidents' (안전사고를 모니터링하고 대응). Article 34(1)(1) requires the risk management plan to address ongoing risks. The AI Basic Act does not define specific performance thresholds for 'safety incidents,' which must be operationally defined by the institution. For credit scoring AI, the AI Review Committee should define safety incident thresholds as: (1) Accuracy safety threshold — credit decisions significantly below the validated performance range (e.g., Gini coefficient drops more than 0.10 from baseline) that materially increase the risk of wrongful loan rejections or approvals; (2) Fairness safety threshold — approval rate disparities across demographic groups exceed predefined fairness tolerance levels (e.g., adverse impact ratio below 0.75) creating discriminatory outcomes at a scale that constitutes a fundamental rights violation; (3) Bias emergence — discovery of a new systematic bias pattern not present at deployment that is actively harming a customer group; (4) Cascading failure risk — performance degradation that could trigger cascading errors across dependent business processes; (5) Safety incident response trigger — when any threshold is crossed, the risk management system must: alert designated incident responders; suspend or restrict AI system use proportionate to the risk; initiate root cause analysis; implement immediate mitigation measures; and consider regulatory notification; (6) Document thresholds in the risk management plan per §34(1)(1) and review annually.",AI기본법 제32조제1항제2호; 제34조제1항제1호,G2,AI 안전사고 임계값 정의; 성능 저하 대응 트리거
Q169,S060,KR_AI_BASIC_ACT,거버넌스체계,Responsible AI — Equity,AI 기본법과 금융 포용,intermediate,lending,medium,제3조제1항; 제6조제2항제5호,Article 3(1) of the AI Basic Act establishes that AI must develop in a direction that 'enhances the quality of life.' How does this foundational principle apply to financial AI governance and credit inclusion?,"Article 3(1) establishes a foundational developmental direction for AI: 인공지능기술과 인공지능산업은 안전성과 신뢰성을 제고하여 국민의 삶의 질을 향상시키는 방향으로 발전되어야 한다 (AI technology and industry must develop in a direction that enhances safety, trustworthiness, and the quality of life of the people). Article 6(2)(5) requires the AI Basic Plan to address fairness (공정성) of AI. For financial AI governance and credit inclusion: (1) Quality of life interpretation — financial credit access is directly connected to quality of life: home ownership, business development, education financing, and emergency financial resilience all depend on credit access; AI that reduces unjust credit barriers enhances quality of life in a meaningful sense; (2) Anti-discrimination implication — AI credit systems that perpetuate historical discrimination (racial redlining equivalents, gender bias) undermine quality of life for affected groups and violate the spirit of Article 3(1); the AI Review Committee should evaluate credit AI against this foundational principle; (3) Fairness obligation — Article 6(2)(5)'s fairness requirement implies that AI systems should be evaluated not just for technical performance but for equitable impact across population groups; (4) Practical committee obligation — conduct annual credit AI fairness assessment examining approval rates and credit terms by demographic segment; assess whether AI is expanding or contracting credit access for underserved populations; (5) Policy alignment — the institution's credit AI strategy should align with national financial inclusion policy goals; AI that genuinely expands responsible credit access contributes to the Article 3(1) mandate.",AI기본법 제3조제1항; 제6조제2항제5호,G2,삶의 질 향상 원칙; 금융 포용과 AI 거버넌스
Q170,S061,KR_AI_BASIC_ACT,고영향AI_사업자책무,AI Risk Communication,AI 기반 금융상품 마케팅,intermediate,common,medium,제31조제1항; 제31조제2항,The bank's marketing team wants to use AI-generated content in loan product advertisements claiming 'AI-powered approval in 5 minutes.' What AI Basic Act obligations apply to AI-assisted financial marketing?,"AI-assisted financial marketing is subject to multiple AI Basic Act provisions: (1) Article 31(1) — if the advertisement promotes a service using 고영향 AI (the loan approval process), the advertisement itself must notify users that the product operates based on 고영향 AI; while the notification requirement is primarily for the service, marketing communications that describe AI-powered features should include appropriate disclosure; (2) Article 31(2) — if the advertisement content (images, text, video) is generated by 생성형 AI, the advertisement must indicate it was AI-generated; (3) Financial advertising law intersection — financial product advertisements are independently regulated under the Financial Consumer Protection Act (금융소비자보호법) and Financial Supervisory Service advertising guidelines; all AI-generated financial advertising content must be reviewed for compliance with these regulations in addition to AI Basic Act requirements; (4) Accuracy obligation — the claim 'AI-powered approval in 5 minutes' must accurately represent the actual AI decision process; if human review is required in many cases, the advertisement may be misleading; (5) Hallucination risk — if generative AI drafts advertising copy, the AI may produce inaccurate claims about product features, interest rates, or approval criteria; mandatory human review of all AI-generated advertising content is essential; (6) AI Review Committee role — establish a marketing AI governance review process: any marketing use of AI-generated content or AI-capability claims must be approved before publication, with verification of accuracy and regulatory compliance.",AI기본법 제31조제1항; 제31조제2항; 금융소비자보호법,G3,AI 기반 금융광고; 생성형 AI 마케팅 콘텐츠 규율
Q171,S062,KR_AI_BASIC_ACT,고영향AI_사업자책무,Cross-Border Governance,역외 적용 범위,advanced,common,high,제4조,Article 4(1) of the AI Basic Act states that the Act applies to activities conducted outside Korea if they affect the domestic market or users. How does this affect a Korean bank's overseas AI operations and its AI Review Committee's jurisdiction?,"Article 4(1) establishes extra-territorial application: '이 법은 국외에서 이루어진 행위라도 국내 시장 또는 이용자에게 영향을 미치는 경우에는 적용한다' (This Act applies even to activities conducted outside Korea if they affect the domestic market or users). Article 4(2) exempts AI developed and used solely for national defense or security purposes (with Presidential Decree definition). For a Korean bank with overseas AI operations: (1) Overseas AI serving Korean customers — if the bank operates AI systems offshore (e.g., in a data center or processing hub outside Korea) that make credit, insurance, or other decisions affecting Korean customers, the AI Basic Act applies to those systems; the AI Review Committee's governance jurisdiction extends to these systems; (2) Foreign subsidiary AI — if a foreign subsidiary of a Korean bank operates AI systems that affect Korean users or the Korean domestic market (e.g., through cross-border financial products), the AI Basic Act may apply; assess the market and user impact nexus carefully; (3) Practical committee jurisdiction — the AI Review Committee should establish that its oversight scope covers all AI systems affecting Korean customers, regardless of where the systems are physically operated; (4) Cross-border compliance complexity — overseas AI systems may simultaneously be subject to the AI Basic Act (for Korean user impact) and foreign AI regulations (for local operation); design governance to satisfy the highest applicable standard; (5) Article 4(2) national security exemption — AI systems used solely for national security purposes are exempt; Korean banks' commercial AI systems do not qualify for this exemption.",AI기본법 제4조,G4,역외 적용; AI 심의위원회 관할 범위
Q172,S063,KR_AI_BASIC_ACT,안전성확보,Emergent Risk Tracking,AI 기술 발전과 규제 진화,intermediate,common,medium,제2조제4호(카); 제7조; 제8조,The AI Basic Act's Article 2(4)(카) allows Presidential Decree to expand the list of 고영향 AI domains. How should the AI Review Committee monitor and prepare for potential expansion of the 고영향 AI definition?,"Article 2(4)(카) is a residual 고영향 AI category: 'other areas designated by Presidential Decree where AI significantly affects life, physical safety, and fundamental rights.' This provides regulatory flexibility to expand 고영향 AI coverage as AI technology evolves. The AI Review Committee should: (1) Monitor Presidential Decree development — the Ministry of Science and ICT may propose Presidential Decree amendments adding new 고영향 AI categories; monitor the Ministry's public comment processes (입법예고) to anticipate expansions; (2) Track National AI Strategy Committee deliberations — Article 8(1)(10) tasks the Committee with deliberating on 고영향 AI regulation; Committee discussions may signal upcoming Presidential Decree expansions; (3) International regulatory alignment — EU AI Act, OECD AI principles, and FSB AI guidance may indicate which AI domains regulators globally view as high-risk; these may inform Korean Presidential Decree developments; potential candidates for expansion include: investment advisory AI; insurance pricing AI (currently ambiguous); comprehensive customer scoring AI; AI-assisted financial advice; (4) Pre-emptive governance — apply 고영향 AI governance standards proactively to borderline cases (investment advisory, insurance pricing) before Presidential Decree formally classifies them; document the pre-emptive compliance approach; (5) Regulatory horizon scan — conduct a semi-annual regulatory horizon scan identifying AI use cases in the institution's portfolio that might be newly classified under future Presidential Decree; develop compliance plans in advance; (6) Industry association monitoring — financial industry associations will track and respond to Presidential Decree developments; participate actively.",AI기본법 제2조제4호(카); 제7조; 제8조,G4,고영향 AI 정의 확장 모니터링; 선제적 컴플라이언스
Q173,S064,KR_AI_BASIC_ACT,고영향AI_사업자책무,Responsible AI — Privacy,AI 기본법과 개인정보보호,advanced,common,high,제5조; 제2조제12호,"How does the AI Basic Act interact with the Personal Information Protection Act (개인정보보호법, PIPA) for financial institutions processing customer data in AI systems? Which law prevails in cases of conflict?","Article 5 of the AI Basic Act establishes the relationship with other laws: other laws with special provisions take precedence over the AI Basic Act; new laws must conform to the AI Basic Act's purpose. For the AI Basic Act — PIPA interaction in financial AI: (1) PIPA as lex specialis — PIPA contains comprehensive special provisions governing personal information processing; to the extent PIPA applies to AI-related personal data processing, PIPA takes precedence under Article 5(1) of the AI Basic Act; (2) Complementary operation — rather than conflict, the two laws are largely complementary: PIPA governs how personal data is collected, processed, and stored in AI training and operation; AI Basic Act governs how AI systems that use personal data are governed, risk-managed, and made transparent; (3) Training data intersection — AI Basic Act Article 2(12) defines 학습용데이터 (training data); PIPA governs consent, purpose limitation, and data minimization for personal training data; both must be satisfied; Article 34(1)(2) requires AI operators to explain 'the overview of training data used,' which requires knowing and documenting what personal data was in training data; (4) Explanation right intersection — AI Basic Act Article 3(2) grants explanation rights; PIPA Article 37 grants right to access personal information and know the basis for automated decisions; both rights apply and can be satisfied through an integrated explanation mechanism; (5) Practical committee obligation — develop a unified compliance framework addressing both PIPA and AI Basic Act obligations for each AI system; avoid treating them as separate compliance streams; (6) PIPA's automated decision provision (PIPA Article 37의2) — PIPA now includes the right to contest fully automated decisions; this closely parallels AI Basic Act Article 34(1)(3) user protection.",AI기본법 제5조; 제2조제12호; 개인정보보호법,G3,AI기본법-개인정보보호법 관계; 통합 컴플라이언스
Q174,S065,KR_AI_BASIC_ACT,거버넌스체계,Customer Profiling,AI 기본법의 균형 원칙,intermediate,common,medium,제3조; 제4조,The AI Basic Act states that the government must respect AI operators' creative spirit (창의정신) per Article 3(3) while ensuring safety. How does the AI Review Committee balance innovation and safety in its governance decisions?,"Article 3(3) establishes that the government must respect AI operators' creative spirit (인공지능사업자의 창의정신을 존중) and work to create a safe AI usage environment. Article 3(4) requires government to help all citizens adapt stably to AI-driven changes. This balanced mandate informs how the AI Review Committee should approach governance: (1) Innovation-enabling governance — the committee should not impose unnecessarily burdensome requirements that block beneficial AI innovation; governance should be proportionate to actual risk levels (higher rigor for high-risk AI, streamlined processes for low-risk AI); (2) Expedited review for lower-risk innovations — establish a fast-track review process for AI systems that do not affect fundamental rights (low-risk per the 고영향 AI classification); (3) Regulatory sandbox leveraging — support AI teams in utilizing the Article 24 실증기반 (demonstration infrastructure) for testing novel AI approaches before full deployment; (4) Standards as enabler — compliance with government-recommended standards (§14(2)) provides predictability and reduces ad hoc regulatory uncertainty, actually enabling innovation; (5) Proportionality principle — governance intensity should scale with risk: Article 34 full compliance for 고영향 AI; lighter governance for non-고영향 AI; (6) Documentation efficiency — standardized documentation templates reduce compliance burden while maintaining substantive quality; the committee should develop efficient templates that satisfy Article 34(1)(5) without excessive burden; (7) Regulatory engagement — participate in government consultations on AI regulation to help shape proportionate, innovation-friendly regulatory frameworks while maintaining safety.",AI기본법 제3조제3항; 제4조,G4,혁신-안전 균형; AI 심의위원회의 비례적 거버넌스
Q175,S066,KR_AI_BASIC_ACT,고영향AI_분류,Systemic Risk Response,에너지·인프라 AI와 금융,intermediate,common,medium,제2조제4호(가)~(마),The bank operates a data center that uses AI for energy management and power load balancing. Does Article 2(4)(가) — covering energy supply AI — classify this as 고영향 AI requiring Article 34 compliance?,"Article 2(4)(가) covers AI used for '에너지법 제2조제1호에 따른 에너지의 공급' (energy supply under the Energy Act). Analysis of the bank's data center energy management AI: (1) Energy Act scope — the Energy Act definition of 에너지 covers fuels and electricity used for production, transportation, domestic, commercial, and public purposes; the data center's energy consumption is end-use, not energy supply to others; (2) Classification analysis — AI managing internal data center power consumption is energy use management, not energy supply in the Energy Act sense; Article 2(4)(가) appears to target AI controlling public energy supply infrastructure (power grids, natural gas supply networks), not corporate energy consumption management; (3) No 고영향 AI classification for energy management AI — the data center energy management AI likely does not qualify as 고영향 AI under §2(4)(가) because it does not involve supplying energy to others; (4) However, other classifications may apply — if the data center's AI-managed energy systems fail and cause significant harm (e.g., data loss affecting thousands of customers, critical financial system outages), other risk management frameworks (business continuity, IT governance) apply independently of AI Basic Act 고영향 AI classification; (5) ESG and climate governance — the data center's energy AI may be subject to ESG disclosure requirements independently of AI Basic Act; (6) Practical recommendation — the data center energy AI does not require Article 34 compliance; apply standard IT governance and business continuity management instead.",AI기본법 제2조제4호(가),G4,에너지 AI와 금융 데이터센터; 고영향 AI 범위 한계 해석
Q176,S067,KR_AI_BASIC_ACT,고영향AI_사업자책무,Measurement — Customer Impact,영향받는 자 식별,intermediate,lending,high,제2조제9호; 제3조제2항,"Article 2(9) defines '영향받는 자' (affected persons) as those whose life, physical safety, or fundamental rights are significantly affected by AI. For a credit scoring AI, who exactly qualifies as 영향받는 자, and what rights do they have?","Article 2(9) defines 영향받는 자 as '인공지능제품 또는 인공지능서비스에 의하여 자신의 생명, 신체의 안전 및 기본권에 중대한 영향을 받는 자' (persons significantly affected in their life, physical safety, or fundamental rights by AI products or services). For a credit scoring AI: (1) Who qualifies — all loan applicants who are evaluated by the credit scoring AI are 영향받는 자; the credit decision significantly affects their fundamental rights including: financial autonomy (ability to obtain credit); property rights (ability to acquire assets through credit); freedom of economic activity; potentially life quality (inability to access housing or business finance); (2) Not limited to rejected applicants — even approved applicants are affected; however, adverse decisions create more significant impact warranting stronger rights; (3) Rights of 영향받는 자 — Article 3(2) grants the right to receive clear and meaningful explanations of major AI decision criteria; Article 34(1)(3) requires user protection including appeal mechanisms; (4) Contrast with 이용자 (user) — Article 2(8) defines 이용자 as persons receiving AI products or services; this is a broader category; a bank employee using the credit AI system internally is an 이용자 but not necessarily 영향받는 자; loan applicants are both 이용자 (receiving the credit service) and 영향받는 자 (significantly affected); (5) Institutional obligation — the AI Review Committee must ensure all Article 34 obligations are designed with 영향받는 자 protection as the primary purpose.",AI기본법 제2조제9호; 제3조제2항,G2,영향받는 자 정의와 권리; 신용 AI 적용
Q177,S068,KR_AI_BASIC_ACT,투명성,AI Risk Communication,AI 윤리와 금융 신뢰,basic,common,low,제2조제11호; 제27조,Article 2(11) of the AI Basic Act defines 'AI ethics' (인공지능윤리). How should the AI Review Committee operationalize this definition in its financial AI governance framework?,"Article 2(11) defines 인공지능윤리 as: '인간의 존엄성에 대한 존중을 기초로 하여, 국민의 권익과 생명·재산을 보호할 수 있는 안전하고 신뢰할 수 있는 인공지능사회를 구현하기 위하여 인공지능의 개발, 제공 및 이용 등 모든 영역에서 사회구성원이 지켜야 할 윤리적 기준' (ethical standards that all members of society must uphold in all areas of AI development, provision, and use, based on respect for human dignity, to realize a safe and trustworthy AI society that protects citizens' rights and welfare, and life and property). For operationalization in financial AI governance: (1) Human dignity as foundation — evaluate all AI systems against whether they treat customers as individuals with inherent worth, not merely as data points; AI that reduces humans to credit scores without meaningful human engagement violates this principle; (2) Rights and welfare protection — assess whether AI systems protect customers' rights (explanation, appeal, privacy) and welfare (financial security, access to services); (3) Life and property protection — credit AI that results in denying essential financial services (medical emergency credit, housing) affects life and property; heightened ethical scrutiny applies; (4) All-stage coverage — ethics standards apply to AI development (bias in training), provision (transparency in deployment), and use (fairness in outcomes); the AI Review Committee must evaluate all three stages; (5) Social standards — financial AI ethics exists within a social context; what is technically compliant may not meet social expectations; the committee should consider public perception of AI fairness; (6) Annual ethics review — conduct a formal AI ethics review of the institution's AI portfolio against the Article 2(11) definition.",AI기본법 제2조제11호; 제27조,G3,AI 윤리 정의; 금융 AI 거버넌스 가치 기반
Q178,S069,KR_AI_BASIC_ACT,고영향AI_사업자책무,Vulnerable Populations,고령 고객 AI 보호,intermediate,common,high,제3조제5항; 제35조제1항,A significant portion of the bank's credit AI applications come from elderly customers (65+) who may have limited digital literacy. How does the amended AI Basic Act (effective 2026.7.21) strengthen protections for this group?,"The 2026.1.20 amendment to the AI Basic Act strengthens protections for vulnerable populations (인공지능취약계층), effective 2026.7.21 for relevant provisions. Elderly customers with limited digital literacy qualify as AI-vulnerable populations under Article 3(5): (1) Article 3(5) — government must guarantee AI-vulnerable population participation in AI policy and ensure their opinions are reflected; this signals regulatory expectation that AI systems consider elderly users' specific needs; (2) Article 35(1) amendment — impact assessments for 고영향 AI must now reflect AI-vulnerable population characteristics ('인공지능취약계층의 특성이 반영될 수 있도록'); this is a mandatory consideration in pre-deployment impact assessments from 2026.7.21; (3) Article 17조의2 — government may support costs for economically disadvantaged persons to use AI products/services; for elderly customers with limited finances, this may provide indirect protection; (4) Practical AI Review Committee obligations for elderly customers: Impact assessment — include elderly customer impact analysis as a mandatory section in all 고영향 AI impact assessments; Accessibility design — verify credit AI interfaces include elderly-friendly alternatives (voice assistance, large text options, human-assisted pathways); Explainability design — ensure credit rejection explanations are comprehensible to elderly customers without financial jargon; Human escalation — mandatory human loan officer consultation for elderly customers who request it; Model validation — test credit AI performance specifically on elderly customer population segment; Training data — assess whether elderly customers are adequately represented in training data.",AI기본법 제3조제5항; 제35조제1항(개정 2026.1.20),G2,고령 고객 AI 취약계층 보호 강화; 2026.7.21 시행
Q179,S070,KR_AI_BASIC_ACT,거버넌스체계,AI Governance — Small Institution,협동조합 AI 거버넌스,basic,lending,low,제17조; 제33조; 제34조,A small agricultural cooperative (농업협동조합) uses a simple rules-based AI system for micro-loan decisions. How should the AI Review Committee approach AI Basic Act compliance proportionately for this institution?,"For a small agricultural cooperative with a simple rules-based AI for micro-loan decisions, proportionate AI Basic Act compliance involves: (1) Classification assessment (Article 33) — micro-loan decisions fall under Article 2(4)(사) (decisions significantly affecting individual rights including loan review); regardless of system simplicity, the obligation to assess 고영향 AI classification applies; however, the cooperative should note that Article 33 does not require proactive Ministry confirmation — only the internal assessment is mandatory (confirmation request is optional); (2) Simplified Article 34 compliance — proportionate implementation for a small institution: §34(1)(1) risk management plan: a concise document (2-3 pages) identifying key risks (data accuracy, rule bias, override procedures) and mitigation measures; §34(1)(2) explainability: rules-based systems are inherently more interpretable than ML models; the cooperative can explain decisions by listing which rules the applicant failed; §34(1)(3) user protection: a simple appeal process (applicant can request human review by the cooperative's loan officer); §34(1)(4) human oversight: the loan officer's existing review role formalizes human oversight; §34(1)(5) documentation: maintain the above documents in organized files; (3) Article 31 notification: add a clear sentence to loan application forms noting that AI assists in the evaluation; (4) Article 17 support: the cooperative should explore government support for Article 34 compliance assistance available to SMEs; (5) Sector association resources: the National Agricultural Cooperative Federation (농협) may provide sector-specific AI governance guidance.",AI기본법 제17조; 제33조; 제34조,G4,소규모 협동조합 비례적 거버넌스; 규칙 기반 AI 단순화
Q180,S071,KR_AI_BASIC_ACT,고영향AI_사업자책무,Ongoing Monitoring,사업자 자율 신뢰 프로그램,intermediate,common,medium,제29조제5호; 제29조제6호,"The AI Review Committee wants to develop a voluntary AI trustworthiness program exceeding minimum AI Basic Act requirements. What does Article 29 support, and how should the program be structured?","Article 29(5) authorizes the government to support AI operators' voluntary codes of conduct (자율적 규약) for safety and trustworthiness. Article 29(6) supports and promotes voluntary cooperative activities by AI operators and users for AI safety promotion. A voluntary AI trustworthiness program for a financial institution could include: (1) Enhanced fairness commitment — commit to fairness standards exceeding minimum requirements: target an adverse impact ratio above 0.85 (vs. the minimum anti-discrimination threshold); conduct annual third-party fairness audits with public disclosure; (2) Proactive explainability — provide explanations for all significant AI-influenced financial decisions, not just adverse ones; offer optional detailed explanation reports to all customers subject to AI-driven financial decisions; (3) Customer empowerment — provide customers with a 'My AI Profile' feature showing what data AI systems use about them, with the ability to correct errors and understand AI's view of their creditworthiness; (4) AI incident transparency — publish an annual AI incident report (anonymized) showing types and frequency of AI errors and remediation actions; (5) Independent ethics review — engage an independent ethics board (including civil society representation) to review the AI governance program annually; (6) Living wage for AI governance — ensure AI governance staff are adequately resourced to perform genuinely substantive review; (7) Government cooperation — register the voluntary program with the Ministry and participate in the government's trust-building initiative; this demonstrates proactive governance and supports favorable regulatory relationships.",AI기본법 제29조제5호; 제29조제6호,G4,자율 신뢰 프로그램; 규제 최소 요건 초과 거버넌스
Q181,S072,KR_AI_BASIC_ACT,고영향AI_사업자책무,Portfolio-Level Monitoring,AI 포트폴리오 통합 관리,advanced,common,high,제34조제1항; 제32조제2항,"The AI Review Committee manages 25 AI systems, of which 8 are classified as 고영향 AI. How should Article 34 compliance monitoring be structured at the portfolio level to efficiently manage all 8 고영향 AI systems?","Portfolio-level Article 34 compliance monitoring for 8 고영향 AI systems requires a structured framework: (1) Unified compliance register — maintain a single register of all 8 고영향 AI systems with: classification basis (which Article 2(4) category applies); current status of each Article 34 obligation (§34(1)(1)-(5)); last review date and next scheduled review; responsible owner; and outstanding compliance gaps; (2) Risk-tiered review frequency — within the 8 고영향 AI systems, tier review intensity: Tier 1 (highest risk — credit scoring, insurance pricing, HR AI): quarterly committee review, monthly monitoring metrics; Tier 2 (medium risk — investment AI, AML AI): semi-annual committee review, quarterly monitoring; Tier 3 (lower risk within 고영향 — within this context): annual review with automated monitoring; (3) Standardized compliance dashboard — develop a dashboard showing compliance status for each Article 34 obligation per system; traffic light (green/amber/red) status with trend indicators; (4) Article 32(2) submission management — for systems subject to Article 32 (large-compute threshold), maintain a submission calendar and ensure timely reporting to the Ministry; (5) Cross-system thematic reviews — conduct annual thematic reviews across all 8 systems on specific dimensions: annual fairness review of all 8 systems simultaneously; annual explainability review; annual human oversight effectiveness review; (6) Regulatory change integration — when Presidential Decree or National AI Strategy Committee decisions add new obligations, assess impact across all 8 systems systematically.",AI기본법 제34조제1항; 제32조제2항,G4,고영향 AI 포트폴리오 관리; 효율적 컴플라이언스 체계
Q182,S073,KR_AI_BASIC_ACT,고영향AI_분류,Stress Testing AI,AI 기본법 적용 한계,intermediate,common,medium,제4조제2항; 제2조제4호,The bank's subsidiary operates AI for national infrastructure cybersecurity monitoring under a government contract classified as sensitive. Does the AI Basic Act's Article 4(2) defense and security exemption apply?,"Article 4(2) of the AI Basic Act exempts AI '국방 또는 국가안보 목적으로만 개발·이용되는 인공지능으로서 대통령령으로 정하는 인공지능' (AI developed and used solely for national defense or national security purposes as designated by Presidential Decree). Analysis for the bank's subsidiary: (1) Exemption threshold — the exemption requires the AI to be developed and used 'solely' (만) for defense/security purposes; a bank subsidiary operating under a government contract may not qualify if the AI system or its technology is also used for commercial purposes; (2) Presidential Decree definition — the specific AI systems qualifying for exemption are defined by Presidential Decree; until issued, the scope of the exemption is uncertain; (3) 'National defense or national security' interpretation — cybersecurity monitoring under a government security contract may qualify; however, 'critical infrastructure' AI used in private sector operations (banks, energy companies) is not automatically national security AI; (4) Dual-use problem — if the same AI system serves both commercial purposes (bank operations) and government security purposes, it likely does not qualify for the exemption which requires sole (만) defense/security use; (5) Practical recommendation — the bank's subsidiary should: not assume the exemption applies without clear Presidential Decree or Ministry confirmation; if the AI system is genuinely used solely under a classified national security contract, seek Ministry confirmation of exemption status; maintain segregation between commercial and security AI systems to preserve potential exemption eligibility.",AI기본법 제4조제2항,G4,국방·안보 AI 적용 제외; 이중 목적 AI 문제
Q183,S074,KR_AI_BASIC_ACT,거버넌스체계,Regulatory Compliance Tracking,AI 기본법 시행령 모니터링,intermediate,common,medium,제34조제1항; 제33조제4항,Many of the AI Basic Act's operational details are delegated to Presidential Decree (대통령령). How should the AI Review Committee monitor and prepare for Presidential Decree developments that will determine the specific content of Article 34 obligations?,"The AI Basic Act delegates numerous implementation details to Presidential Decree, including: Article 33(4) — confirmation procedure details; Article 34(1) — specific content of risk management, explainability, user protection, and human oversight measures; Article 34(3) — standards for equivalent compliance under other laws; Article 35(3) — content and methods of impact assessment; Article 36(1) — size criteria for domestic representative designation. Presidential Decree monitoring strategy for the AI Review Committee: (1) Official monitoring channels — monitor the Ministry of Science and ICT's legislative announcement portal (입법예고시스템) for Presidential Decree drafts; subscribe to Ministry email notifications; engage with the Korean Legislation Research Institute (한국법제연구원) publications; (2) Industry consultation participation — Presidential Decree development typically includes public comment periods; the bank's legal and compliance team should actively participate in commenting; financial industry associations (은행연합회, 금융투자협회) will coordinate sector positions; (3) Pre-emptive standards adoption — before Presidential Decree specifies standards, adopt internationally recognized standards (ISO/IEC 42001 AI management systems, NIST AI RMF) as a baseline; Presidential Decree standards are likely to align with these; (4) Compliance scenario planning — develop compliance plans for different plausible Presidential Decree scenarios: what specific documentation would suffice for §34(1)(2) explainability under various Presidential Decree definitions? (5) Legal counsel engagement — retain specialized AI law counsel to provide real-time Presidential Decree analysis; (6) 6-month implementation buffer — plan to implement Presidential Decree requirements within 6 months of their issuance regardless of grace periods.",AI기본법 제34조제1항; 제33조제4항,G4,대통령령 모니터링; 선제적 컴플라이언스 준비
