id,condition,regulation,difficulty,financial_domain,risk_level,governance_axis,G4_score,G4_rationale
Q261,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.6,"The response addresses several key elements of Annex IV but omits specific details required for compliance, such as the comprehensive risk management system and the EU Declaration of Conformity."
Q262,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,"The response identifies the marking requirement but omits critical details about machine-readable formats, detection capabilities, and the interaction with Article 50(1), leading to notable omissions in compliance."
Q263,baseline,EU_AI_ACT,advanced,lending,high,G1,0.8,"The response mostly complies with regulatory requirements by addressing key obligations related to data relevance and representation, but it omits specific details on data preprocessing responsibilities and documentation requirements."
Q264,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with the regulatory requirements by addressing key aspects of market surveillance and preparation for the AI Review Committee, but it lacks specific details on investigation triggers and cooperation obligations outlined in the EU AI Act."
Q265,baseline,EU_AI_ACT,advanced,common,high,G4,0.6,The response partially addresses compliance obligations but notably omits the specific responsibilities of the LLM provider under Article 55 and misinterprets the bank's obligations regarding the selection of compliant providers.
Q266,baseline,EU_AI_ACT,intermediate,common,medium,G4,1.0,"The AI response accurately identifies and interprets the key obligations under Article 87 of the EU AI Act, covering all relevant aspects of the whistleblowing framework and its implications for financial AI governance."
Q267,baseline,EU_AI_ACT,basic,common,low,G4,1.0,"The AI response correctly identifies and interprets the relevant regulatory requirements from the EU AI Act, outlines key compliance obligations for the AI Review Committee, and does not misstate or omit critical regulatory elements."
Q268,baseline,EU_AI_ACT,intermediate,lending,high,G4,0.8,"The AI response mostly complies with the regulatory framework by correctly identifying the High-Risk classification under Annex III §5(a) and interpreting the obligations, but it lacks a detailed analysis of the jurisdictional element regarding whether the bank acts as an agent of a public authority."
Q269,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,"The response mostly complies with regulatory requirements by identifying key data to be shared and outlining a data-sharing structure, but it omits specific details on the types of data required for post-market monitoring as per Article 72(3) and lacks emphasis on aggregate vs. individual data."
Q270,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The AI response mostly complies with regulatory requirements by identifying key aspects of Article 5(1)(c) and interpreting obligations, but it omits a detailed analysis of the private sector applicability and the need for rigorous legal analysis."
Q271,baseline,EU_AI_ACT,intermediate,common,high,G4,0.4,"The response incorrectly identifies Article 22 of the GDPR instead of the EU AI Act, misinterprets the obligations related to high-risk AI systems, and omits critical details about the authorized representative's responsibilities under the EU AI Act."
Q272,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,"The response mostly complies with the regulatory requirements by identifying key aspects of Article 15 and providing actionable recommendations, but it omits specific details about balancing legitimate behavior and does not fully address all obligations under the EU AI Act."
Q273,baseline,EU_AI_ACT,basic,common,low,G4,1.0,"The AI response accurately identifies and interprets the relevant regulatory requirements of Article 57 of the EU AI Act, covering key compliance obligations for financial institutions using AI sandboxes without any misstatements or omissions."
Q274,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,"The response mostly complies with Article 10(2) by addressing key requirements such as data representativeness and bias assessment, but it lacks specific details on compliance options and documentation requirements."
Q275,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,The response identifies key factors for decision-making under Article 26(4) but lacks specific references to all compliance obligations and critical metrics outlined in the ground truth.
Q276,baseline,EU_AI_ACT,intermediate,lending,high,G3,0.8,"The AI response mostly complies with the regulatory requirements by addressing key aspects of Article 86, but it omits specific details about the substantive nature of explanations and the need for ranking multiple decision factors."
Q277,baseline,EU_AI_ACT,intermediate,compliance,high,G4,0.2,"The AI response misstates the classification of the bank's legal AI as high-risk under Annex III §8, failing to recognize that it is not used by or on behalf of a judicial authority."
Q278,baseline,EU_AI_ACT,advanced,common,medium,G4,0.8,"The response mostly complies with the EU AI Act by identifying key roles and obligations, but it omits specific references to critical articles and does not fully address the implications of dual roles in detail."
Q279,baseline,EU_AI_ACT,intermediate,insurance,high,G2,0.8,The response mostly complies with the EU AI Act's Article 9(9) requirements but omits specific details on training data representation and performance testing for elderly customers.
Q280,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,The response partially addresses the retention requirements but omits critical details regarding the specific retention period determination and the need for accessibility to logs by internal audit and compliance functions.
Q281,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.6,"The response partially addresses the classification methodology but omits specific references to the Annex III categories and the detailed steps required for compliance under the EU AI Act, leading to notable omissions."
Q282,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.8,"The response mostly complies with regulatory requirements by identifying the need for documentation updates based on significant changes, but it lacks specific details on what constitutes a 'substantial modification' and does not fully address the comprehensive review and version control aspects."
Q283,baseline,EU_AI_ACT,basic,common,low,G4,0.8,"The response mostly identifies and interprets relevant guidelines from Article 96 of the EU AI Act, but it omits specific details about the guidance on Art. 6(3) exceptions and the importance of monitoring sector-specific guidance from EBA, EIOPA, and ESMA."
Q284,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The response identifies several relevant regulatory requirements and interprets obligations under the EU AI Act, but it lacks specific references to the minimum deployer obligations outlined in Article 26 and does not fully address all key compliance obligations."
Q285,baseline,EU_AI_ACT,intermediate,common,medium,G4,0.8,"The response mostly complies with regulatory requirements by identifying the potential high-risk classification under Annex III §2, but it lacks a detailed analysis of the 'safety component' qualifier and its implications."
Q286,baseline,EU_AI_ACT,basic,common,low,G3,0.8,"The response mostly complies with Article 13(1) by addressing clarity, training, and limitations, but it omits specific content requirements and update obligations outlined in the regulation."
Q287,baseline,EU_AI_ACT,advanced,lending,high,G2,0.8,The response mostly complies with regulatory requirements by identifying key oversight mechanisms but lacks specific references to the obligations outlined in Article 14(3) regarding both provider-built and deployer-implemented measures.
Q288,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,The response mostly complies with regulatory requirements by addressing key actions for risk assessment and mitigation but lacks specific details on the proactive monitoring obligation and the update process for the risk management system.
Q289,baseline,EU_AI_ACT,intermediate,common,high,G4,0.8,"The response mostly complies with the EU AI Act by identifying key responsibilities and obligations, but it lacks specific details on contractual allocation and the AI Review Committee's role."
Q290,baseline,EU_AI_ACT,advanced,common,high,G2,0.8,"The response mostly complies with regulatory requirements by identifying the prohibition in Article 5(1)(a) and discussing the implications of AI-powered nudges, but it lacks a detailed interpretation of key elements such as 'subliminal techniques' and 'significant harm'."
Q291,baseline,EU_AI_ACT,intermediate,lending,high,G1,0.8,The response identifies several relevant accuracy metrics and maintenance practices but omits some critical metrics and documentation requirements specified in the ground truth.
Q292,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The response mostly complies with regulatory requirements by identifying key aspects of BaFin supervision and the EU AI Act, but it lacks specific mention of Article 70 and some critical risks associated with dual roles."
Q293,baseline,EU_AI_ACT,intermediate,common,high,G4,0.6,"The response identifies some relevant provisions from the EU AI Act but omits critical obligations specific to high-risk AI systems, such as those related to post-market monitoring, serious incident notifications, and audit rights."
Q294,baseline,EU_AI_ACT,advanced,lending,high,G2,1.0,"The AI response correctly identifies and interprets the relevant regulatory requirements of Article 5(1)(b) of the EU AI Act, accurately assessing the implications of targeting financially distressed customers with high-interest loans and recommending necessary compliance actions."
Q295,baseline,EU_AI_ACT,intermediate,common,medium,G3,0.6,The response partially addresses the EU AI Act's transparency requirements but omits critical details such as specific articles related to operational disclosures and recommended best practices for annual report disclosures.
Q296,baseline,EU_AI_ACT,advanced,common,medium,G4,0.6,"The response addresses some key elements of the continuous risk management cycle but omits specific details required by Article 9, such as the need for systematic reviews and updates throughout the entire lifecycle, and does not fully capture the comprehensive nature of the required documentation and oversight."
Q297,baseline,EU_AI_ACT,intermediate,investment,medium,G4,0.8,"The response mostly complies with regulatory requirements by addressing monitoring, risk assessment, documentation, human oversight, and stakeholder engagement, but it lacks specific mention of voluntary compliance measures and the use of regulatory sandboxes."
Q298,baseline,EU_AI_ACT,intermediate,lending,medium,G2,0.8,"The response mostly identifies and interprets relevant obligations under the EU AI Act but lacks specific references to the proactive use of Article 10(2) and its implications for representativeness and bias correction, which are critical for advancing financial inclusion."
Q299,baseline,EU_AI_ACT,advanced,common,high,G4,0.8,"The response mostly complies with the regulatory frameworks by identifying key provisions and convergence points, but it lacks specific details on the obligations under the Korean AI Basic Act and does not fully address the prescriptive nature of the EU AI Act."
Q300,baseline,EU_AI_ACT,advanced,common,high,G4,1.0,"The AI response accurately identifies and interprets all key regulatory requirements from the EU AI Act, Korean AI Basic Act, and NIST AI RMF, covering essential compliance obligations relevant to financial AI governance without any misstatements or omissions."
Q001,rag,NIST_AI_RMF,basic,common,high,G4,1.0,"The AI response accurately identifies and interprets key regulatory requirements from the NIST AI RMF, covering all relevant obligations for the AI Review Committee in a financial context without any misstatements or omissions."
Q002,rag,NIST_AI_RMF,basic,common,medium,G4,0.8,"The response mostly complies with regulatory requirements by identifying key frameworks and obligations, but it omits specific mention of the Korean AI Basic Act and the need for a regulatory mapping matrix."
Q003,rag,NIST_AI_RMF,intermediate,common,high,G1,0.8,The response mostly complies with NIST AI RMF requirements but lacks explicit mention of the need for board approval of the AI risk policy and does not fully address the fairness and bias considerations as critical components of risk tolerance.
Q004,rag,NIST_AI_RMF,intermediate,common,medium,G3,1.0,"The AI response accurately identifies and interprets all key trustworthiness characteristics from the NIST AI RMF, correctly reflects their application in financial AI governance, and aligns with relevant regulatory obligations without any misstatements or omissions."
Q005,rag,NIST_AI_RMF,basic,common,medium,G4,0.8,The response mostly complies with NIST AI RMF requirements but omits specific details about maintaining a centralized AI system registry and prioritizing review frequency based on risk level.
Q006,rag,NIST_AI_RMF,advanced,common,medium,G2,0.8,"The response identifies key requirements for decommissioning but omits specific obligations such as conducting an impact assessment, notifying affected customers and regulators, and ensuring data privacy compliance."
Q007,rag,NIST_AI_RMF,intermediate,common,high,G4,1.0,"The AI response accurately identifies and interprets the key responsibilities of executive leadership under the NIST AI RMF, correctly translates these responsibilities to the AI Review Committee structure, and covers all relevant compliance obligations without any misstatements or omissions."
Q008,rag,NIST_AI_RMF,advanced,lending,high,G2,1.0,"The AI response fully complies with NIST AI RMF requirements by accurately identifying and interpreting key obligations related to human-AI roles in the loan approval process, including documentation, oversight, and bias mitigation."
Q009,rag,NIST_AI_RMF,basic,common,low,G4,0.6,"The response addresses some training requirements from the NIST AI RMF but omits critical aspects such as role differentiation, practical scenarios relevant to financial AI use cases, and the need for periodic updates and assessments of training effectiveness."
Q010,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response mostly complies with NIST AI RMF requirements but omits specific details about the 'speak up' policy and internal AI risk dashboards, which are critical for fostering a safety-first culture."
Q011,rag,NIST_AI_RMF,intermediate,common,high,G4,0.8,"The response mostly complies with NIST AI RMF requirements but omits specific obligations related to vendor due diligence, contract provisions, and contingency planning for high-risk systems."
Q012,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response identifies several relevant risks and recommendations but omits specific obligations under NIST AI RMF, such as the need for pre-deployment evaluation and continuous monitoring post-deployment."
Q013,rag,NIST_AI_RMF,basic,lending,high,G1,0.8,"The response mostly complies with NIST AI RMF MAP requirements but omits specific details about the user population and expected impacts, which are critical for a comprehensive evaluation."
Q014,rag,NIST_AI_RMF,intermediate,lending,high,G1,0.8,"The response identifies and interprets several key elements of risk tolerance relevant to the NIST AI RMF, but it omits specific performance, fairness, explainability, model drift, regulatory compliance, and customer impact tolerances that are critical for a credit scoring AI."
Q015,rag,NIST_AI_RMF,basic,lending,low,G1,0.8,The response accurately identifies the NIST AI RMF functions and their relevance to assessing business value but lacks specific details on the quantitative and qualitative aspects outlined in MAP 1.4.
Q016,rag,NIST_AI_RMF,intermediate,insurance,high,G1,0.8,"The response mostly complies with NIST AI RMF requirements by addressing categorization and knowledge limits, but it lacks specific details on training data scope and validation populations."
Q017,rag,NIST_AI_RMF,intermediate,insurance,high,G2,0.8,The response mostly complies with NIST AI RMF requirements by addressing key aspects of human oversight but omits specific details on defining the scope of oversight and the frequency of aggregate human review.
Q018,rag,NIST_AI_RMF,intermediate,fraud_detection,medium,G2,0.6,"The response partially addresses the NIST AI RMF requirements but omits specific obligations related to documenting the likelihood and magnitude of impacts, as well as the need for regular engagement with AI actors and feedback integration."
Q019,rag,NIST_AI_RMF,advanced,fraud_detection,high,G4,0.6,"The response addresses some legal and technical risks but omits specific compliance obligations from the NIST AI RMF, such as detailed internal controls and documentation requirements."
Q020,rag,NIST_AI_RMF,basic,investment,high,G1,0.8,"The response mostly complies with NIST AI RMF requirements but omits specific legal context and deployment settings, which are critical for full compliance."
Q021,rag,NIST_AI_RMF,intermediate,lending,high,G1,0.8,"The response identifies key aspects of the NIST AI RMF and emphasizes the importance of risk measurement and human oversight, but it lacks specific details on the required performance metrics such as accuracy, fairness, explainability, stability, and business impact metrics."
Q022,rag,NIST_AI_RMF,advanced,lending,high,G2,0.8,"The response identifies key regulatory provisions and recommended actions but omits specific details on legal risks under Korean anti-discrimination laws and the EU AI Act, which are critical for full compliance."
Q023,rag,NIST_AI_RMF,intermediate,common,high,G1,0.6,"The response addresses some key testing requirements for validity, reliability, and safety but omits specific measures outlined in the NIST AI RMF, such as holdout validation and fairness testing, leading to notable omissions."
Q024,rag,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response addresses some relevant aspects of the NIST AI RMF but omits critical specific evaluation requirements for adversarial attacks, such as testing for adversarial examples and data poisoning risks."
Q025,rag,NIST_AI_RMF,intermediate,lending,high,G3,0.8,"The response correctly identifies key regulatory requirements from the NIST AI RMF and the Korean AI Basic Act, but it lacks specific details on the measures outlined in NIST AI RMF Measure 2.8 and 2.9, particularly regarding the need for inherent interpretability or post-hoc explainability methods."
Q026,rag,NIST_AI_RMF,intermediate,common,high,G3,0.6,"The response addresses some key aspects of privacy risk evaluation under NIST AI RMF but omits specific requirements such as data minimization, re-identification risk, and inference risks, which are critical for compliance."
Q027,rag,NIST_AI_RMF,intermediate,lending,high,G1,1.0,"The AI response accurately identifies and interprets the relevant NIST AI RMF requirements for detecting and responding to model drift, covering all key compliance obligations without any misstatements or omissions."
Q028,rag,NIST_AI_RMF,basic,common,medium,G2,0.8,"The response mostly complies with the NIST AI RMF by identifying key steps for establishing a feedback process, but it lacks specific details on the required complaint channel and response SLAs as outlined in the ground truth."
Q029,rag,NIST_AI_RMF,advanced,common,high,G4,0.8,"The response mostly complies with NIST AI RMF requirements for independent review but omits specific details on involving domain experts and affected communities, which are critical for comprehensive compliance."
Q030,rag,NIST_AI_RMF,advanced,lending,high,G4,0.8,"The response mostly complies with the NIST AI RMF by addressing key elements such as risk assessment and decision-making criteria, but it lacks explicit mention of specific performance thresholds and regulatory compliance gates required for financial AI governance."
Q031,rag,NIST_AI_RMF,intermediate,lending,high,G4,0.8,The response identifies relevant risk management strategies from the NIST AI RMF but omits specific obligations related to mitigating bias and does not fully address the need for documentation of the chosen response.
Q032,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,The response mostly complies with NIST AI RMF requirements but lacks specific details on regulatory notification and the emergency AI Review Committee meeting timeline.
Q033,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,The response mostly complies with NIST AI RMF requirements but lacks specific measurable improvement targets and a detailed roadmap for continuous improvement.
Q034,rag,NIST_AI_RMF,advanced,common,high,G4,0.8,The response mostly complies with NIST AI RMF requirements but omits specific details on quantifying residual risks and obtaining formal acceptance from the Board Risk Committee.
Q035,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response addresses some key compliance obligations under the NIST AI RMF but omits specific mechanisms for sustaining AI value and deactivation triggers, leading to notable omissions."
Q036,rag,NIST_AI_RMF,basic,common,low,G4,1.0,"The AI response accurately identifies and interprets key regulatory requirements from the NIST AI RMF, covering all relevant compliance obligations for ensuring diverse perspectives in AI risk management."
Q037,rag,NIST_AI_RMF,intermediate,common,low,G3,0.6,"The response addresses some engagement mechanisms but notably omits specific obligations under NIST AI RMF, such as the requirement for a formal feedback adjudication process and specific examples relevant to financial AI governance."
Q038,rag,NIST_AI_RMF,intermediate,compliance,high,G1,0.8,The response mostly complies with NIST AI RMF requirements but omits specific legal contexts and obligations under relevant financial regulations.
Q039,rag,NIST_AI_RMF,basic,common,low,G4,0.6,The response addresses some relevant aspects of the NIST AI RMF regarding environmental impact but omits specific compliance obligations such as measuring energy consumption and including AI environmental impact in carbon accounting.
Q040,rag,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response mostly complies with NIST AI RMF requirements but omits specific steps for conducting a Current Profile assessment and defining a Target Profile, which are critical for developing a financial sector AI RMF profile."
Q041,rag,NIST_AI_RMF,intermediate,investment,medium,G1,0.8,"The response mostly complies with NIST AI RMF requirements by addressing the targeted application scope and operator proficiency, but it lacks specific details on capability limits and the assessment process."
Q042,rag,NIST_AI_RMF,advanced,insurance,high,G1,0.8,"The response mostly complies with NIST AI RMF requirements but omits specific details on temporal, geographic, and condition generalizability, which are critical for comprehensive validation."
Q043,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response identifies key compliance obligations and interprets them mostly accurately, but it lacks specific mention of immediate containment actions and regulatory notification requirements under the NIST AI RMF."
Q044,rag,NIST_AI_RMF,basic,common,low,G4,0.8,The response identifies key actions for enhancing board-level AI literacy and governance but omits specific references to the NIST AI RMF obligations such as the need for independent assurance and the inclusion of AI risk as a standing agenda item.
Q045,rag,NIST_AI_RMF,intermediate,common,medium,G1,0.8,"The response mostly complies with NIST AI RMF requirements by addressing key risk contexts and obligations, but it lacks explicit mention of the chatbot's knowledge limits and legal context, which are critical for full compliance."
Q046,rag,NIST_AI_RMF,advanced,common,high,G1,0.8,"The response mostly complies with NIST AI RMF by addressing key aspects of risk measurement and prioritization, but it lacks specific details on the required metrics and benchmarks outlined in the ground truth."
Q047,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response addresses some key aspects of the NIST AI RMF's MANAGE function but omits critical details such as the specific requirements for pre-review documentation, go/no-go decision processes, and risk response documentation."
Q048,rag,NIST_AI_RMF,advanced,common,low,G4,0.8,The response mostly complies with NIST AI RMF recommendations but omits specific metrics and outcomes for evaluating governance effectiveness as outlined in the ground truth.
Q049,rag,NIST_AI_RMF,intermediate,common,high,G4,0.8,The response mostly complies with NIST AI RMF requirements by accurately interpreting risk prioritization obligations but omits specific details on high-priority criteria and monthly review processes.
Q050,rag,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response mostly complies with NIST AI RMF requirements, correctly identifying key integration steps but lacks specific details on taxonomy alignment and risk appetite integration."
Q051,rag,NIST_AI_RMF,basic,common,low,G3,0.6,"The response addresses some transparency and documentation requirements but omits critical elements such as the need for public availability, clear articulation of risk philosophy, and specific approval processes by senior leadership."
Q052,rag,NIST_AI_RMF,basic,common,low,G4,0.8,The response mostly complies with NIST AI RMF requirements but lacks specific details on defining review frequencies by risk tier and does not explicitly mention the need for a review completion tracking mechanism.
Q053,rag,NIST_AI_RMF,basic,common,medium,G1,0.6,"The response partially addresses key compliance obligations under the NIST AI RMF but omits specific task definitions, methods, inputs, outputs, and risk classification details required for full compliance."
Q054,rag,NIST_AI_RMF,intermediate,common,medium,G1,0.8,"The AI response mostly complies with NIST AI RMF requirements by addressing key TEVV considerations and scientific integrity, but it omits specific details on data representativeness and construct validity that are critical for full compliance."
Q055,rag,NIST_AI_RMF,intermediate,lending,high,G1,0.8,The response mostly complies with NIST AI RMF requirements but omits specific metrics for accuracy assessment and does not explicitly mention the need for documented generalization limits.
Q056,rag,NIST_AI_RMF,advanced,lending,high,G1,1.0,"The AI response accurately identifies and interprets the relevant challenges in establishing a human baseline as outlined in the NIST AI RMF, covering all key compliance obligations without any misstatements."
Q057,rag,NIST_AI_RMF,basic,common,low,G3,0.6,"The response addresses some key compliance obligations but notably omits specific requirements from the NIST AI RMF, such as establishing a central AI incident registry and conducting quarterly AI risk forums."
Q058,rag,NIST_AI_RMF,intermediate,common,low,G3,0.8,The response correctly identifies the importance of information sharing as per NIST AI RMF but lacks specific references to the recommended forums and practices for financial institutions.
Q059,rag,NIST_AI_RMF,intermediate,common,high,G2,0.8,"The response mostly complies with the NIST AI RMF by identifying key risk contexts and obligations, but it lacks explicit mention of the legal context and potential impacts on individuals and groups as required by MAP 1.1 and MAP 5.1."
Q060,rag,NIST_AI_RMF,advanced,common,high,G2,1.0,"The AI response accurately identifies and interprets all relevant regulatory requirements regarding fairness and bias evaluation as per the NIST AI RMF, covering key compliance obligations and providing actionable recommendations without any misstatements or omissions."
Q061,rag,NIST_AI_RMF,basic,common,low,G1,0.8,"The response mostly complies with the NIST AI RMF by identifying key benefits and aligning with regulatory requirements, but it lacks specific mention of the MAP 3.1 requirement to document potential benefits explicitly."
Q062,rag,NIST_AI_RMF,advanced,common,medium,G4,0.4,"The AI response misidentifies the relevant NIST AI RMF measure and omits critical obligations related to the evaluation of TEVV metrics, leading to a largely incomplete interpretation of the regulatory requirements."
Q063,rag,NIST_AI_RMF,advanced,insurance,high,G4,1.0,"The AI response correctly identifies and interprets the relevant NIST AI RMF requirements, addresses key compliance obligations, and provides a thorough analysis of the residual risk associated with the premium variance."
Q064,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response mostly complies with the NIST AI RMF by addressing key socio-technical considerations and governance recommendations, but it lacks explicit mention of societal context and cultural norms relevant to financial AI governance."
Q065,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,The response identifies and interprets several key regulatory requirements from the NIST AI RMF but omits specific obligations related to documentation of internal risk controls and monitoring integration.
Q066,rag,NIST_AI_RMF,advanced,common,high,G1,0.8,"The response mostly complies with NIST AI RMF requirements by addressing key aspects of measurement uncertainty and risk management, but it lacks specific details on performance reporting and minimum performance floors."
Q067,rag,NIST_AI_RMF,intermediate,fraud_detection,medium,G2,0.8,"The response identifies and interprets several key mitigation strategies from the NIST AI RMF but omits specific risk response options such as transfer and acceptance, which are critical for comprehensive compliance."
Q068,rag,NIST_AI_RMF,basic,fraud_detection,low,G3,0.6,The response addresses some key aspects of the NIST AI RMF but omits specific compliance obligations such as immediate customer notification timelines and detailed appeal processes.
Q069,rag,NIST_AI_RMF,intermediate,common,high,G3,0.6,"The response addresses some relevant privacy principles but notably omits specific obligations from the NIST AI RMF regarding data minimization, consent alignment, and privacy-enhancing technologies."
Q070,rag,NIST_AI_RMF,advanced,common,high,G2,0.6,"The response identifies some relevant risks but omits critical aspects such as hallucination risk, regulatory compliance obligations, and the need for mandatory human review, which are essential for financial AI governance."
Q071,rag,NIST_AI_RMF,intermediate,common,high,G3,0.6,"The response addresses some key accountability measures but notably omits specific requirements from the NIST AI RMF regarding decision audit trails, model version accountability, and human override logging."
Q072,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response mostly complies with NIST AI RMF by identifying key principles such as risk prioritization and integration with existing frameworks, but it lacks specific actionable details on resource allocation methods and does not fully address the cost-benefit analysis aspect."
Q073,rag,NIST_AI_RMF,intermediate,common,low,G4,0.8,The response mostly complies with the NIST AI RMF by identifying key elements of incentive structures but lacks specific details on avoiding perverse incentives and consequence management.
Q074,rag,NIST_AI_RMF,advanced,investment,high,G2,0.8,The response identifies and interprets several key systemic risk concerns but omits specific regulatory compliance obligations such as circuit breakers and kill switch requirements.
Q075,rag,NIST_AI_RMF,intermediate,common,medium,G3,0.8,"The response mostly complies with NIST AI RMF requirements and provides relevant adaptations for financial institutions, but it lacks specific details on standardized documentation formats like model cards and data sheets."
Q076,rag,NIST_AI_RMF,advanced,lending,high,G2,1.0,"The AI response accurately identifies and interprets key regulatory requirements from the NIST AI RMF, including addressing automation bias, human oversight, and necessary training and override processes, fully aligning with compliance obligations."
Q077,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.6,"The response addresses some key aspects of the NIST AI RMF but omits critical details regarding change classification, pre-change impact assessment, validation requirements, staging deployment, rollback plans, committee notification, and stakeholder communication."
Q078,rag,NIST_AI_RMF,intermediate,compliance,high,G2,0.8,"The response identifies key compliance obligations and interprets them mostly accurately, but it lacks specific details on mandatory human review and version control as outlined in the ground truth."
Q079,rag,NIST_AI_RMF,intermediate,common,high,G4,0.6,"The response addresses some key compliance obligations under the NIST AI RMF but notably omits specific procurement tasks such as vendor risk questionnaires, model documentation reviews, and regulatory compliance certifications."
Q080,rag,NIST_AI_RMF,advanced,lending,high,G3,0.8,"The response mostly complies with NIST AI RMF requirements by addressing key interpretability measures but lacks specific mention of fidelity assessment and simplicity-accuracy tradeoff, which are critical for comprehensive compliance."
Q081,rag,NIST_AI_RMF,advanced,common,low,G4,0.8,"The response mostly complies with regulatory requirements by addressing key aspects of the NIST AI RMF but lacks specific references to the Korean AI Basic Act and EU AI Act, which are critical for a financial institution in Korea."
Q082,rag,NIST_AI_RMF,intermediate,lending,high,G2,0.8,"The AI response mostly complies with NIST AI RMF requirements for human oversight in customer appeals, but it lacks specific details on the right to appeal and the maximum appeal resolution time."
Q083,rag,NIST_AI_RMF,intermediate,investment,medium,G1,0.8,The AI response mostly complies with NIST AI RMF requirements by addressing key risk tracking approaches but lacks specific details on quantitative regime detection and out-of-sample performance tracking.
Q084,rag,NIST_AI_RMF,intermediate,lending,medium,G4,0.8,"The response mostly complies with NIST AI RMF principles and relevant regulatory frameworks, but it lacks specific mention of inclusion impact assessments and alternative data considerations, which are critical for financial inclusion."
Q085,rag,NIST_AI_RMF,intermediate,common,medium,G3,0.6,"The AI response addresses some key compliance obligations but notably omits specific details required by NIST AI RMF, such as incident summaries and performance dashboards."
Q086,rag,NIST_AI_RMF,advanced,lending,high,G2,0.8,"The AI response mostly complies with the NIST AI RMF by identifying key risks and obligations, but it lacks specific references to the long-term impacts on individuals, communities, and markets as outlined in the ground truth."
Q087,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response identifies and interprets several key regulatory requirements from the NIST AI RMF but omits specific mechanisms for horizon scanning, qualitative risk sensing, and red-teaming, which are critical for detecting novel AI risks."
Q088,rag,NIST_AI_RMF,advanced,common,high,G4,0.8,"The response mostly complies with regulatory requirements by addressing key obligations under the Korean AI Basic Act and EU AI Act, but it lacks a detailed regulatory mapping and does not explicitly mention the need for a regulatory liaison or documentation in multiple languages."
Q089,rag,NIST_AI_RMF,intermediate,common,medium,G2,0.8,"The response identifies key profiling-related risks and aligns with NIST AI RMF requirements, but it lacks specific mention of the need for an opt-out mechanism and does not fully address the legal risk related to consumer protection laws."
Q090,rag,NIST_AI_RMF,advanced,common,high,G2,0.8,"The response identifies key regulatory requirements and interprets obligations under the NIST AI RMF and Korean AI Basic Act, but it lacks specific details on industry coordination and regulatory engagement as outlined in the ground truth."
Q091,rag,NIST_AI_RMF,intermediate,common,medium,G1,0.8,The response identifies relevant metrics and obligations under the NIST AI RMF but omits specific customer outcome measures and detailed interpretations required for comprehensive compliance.
Q092,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response mostly complies with NIST AI RMF by addressing ethical considerations and their integration into governance, but it lacks specific references to the detailed compliance obligations relevant to financial AI governance and does not fully capture the explicit recommendations from the ground truth."
Q093,rag,NIST_AI_RMF,advanced,common,high,G3,0.6,"The response addresses some key areas of NIST AI RMF but omits specific compliance obligations related to data flow mapping, downstream AI use risk, contractual controls, customer consent verification, liability allocation, monitoring, and customer transparency."
Q094,rag,NIST_AI_RMF,intermediate,common,high,G2,0.8,"The response mostly complies with NIST AI RMF requirements by addressing risks to vulnerable customers and recommending protections, but it lacks specific details on vulnerability identification and disproportionate impact assessment as outlined in the ground truth."
Q095,rag,NIST_AI_RMF,advanced,common,medium,G4,0.8,"The response identifies key regulatory requirements and provides a structured approach to monitoring, but it lacks specific details on risk-tiered monitoring intensity and exception reporting as outlined in the ground truth."
Q096,rag,NIST_AI_RMF,intermediate,common,medium,G4,0.8,"The response mostly complies with regulatory requirements by addressing key actions for tracking compliance with the EU AI Act, but it lacks specific details on the gap assessment and compliance program as outlined in the ground truth."
